"year","fa.action_name","region_name","age_group","active_count","actions_count"
2020,"1.2. Донорство",Нижегородская область,"18-24",47,111
2020,"1.4. Создание проектов",Нижегородская область,"36-54",124,146
2020,"1.4. Создание проектов",Нижегородская область,"0-13",8,10
2020,"1.4. Создание проектов",Нижегородская область,"18-24",74,80
2020,"1.4. Создание проектов",Нижегородская область,"25-35",108,124
2020,"1.4. Создание проектов",Нижегородская область,"14-17",105,112
2020,"2.1. Сертификаты Добро Университет",Нижегородская область,"18-24",862,1337
2020,"2.1. Сертификаты Добро Университет",Нижегородская область,"0-13",69,92
2020,"2.1. Сертификаты Добро Университет",Нижегородская область,"36-54",972,1351
2020,"2.1. Сертификаты Добро Университет",Нижегородская область,"14-17",713,1079
2020,"2.1. Сертификаты Добро Университет",Нижегородская область,"25-35",552,851
2020,"2.2. Посещение мероприятий",Нижегородская область,"0-13",1,1
2020,"2.2. Посещение мероприятий",Нижегородская область,"25-35",5,6
2020,"2.2. Посещение мероприятий",Нижегородская область,"18-24",5,5
2020,"2.2. Посещение мероприятий",Нижегородская область,"14-17",28,28
2020,"2.2. Посещение мероприятий",Нижегородская область,"36-54",4,4
2020,"2.5. Готов помогать проекту",Нижегородская область,"18-24",66,78
2020,"2.5. Готов помогать проекту",Нижегородская область,"14-17",71,88
2020,"2.5. Готов помогать проекту",Нижегородская область,"36-54",74,80
2020,"2.5. Готов помогать проекту",Нижегородская область,"0-13",10,10
2020,"2.5. Готов помогать проекту",Нижегородская область,"25-35",83,92
2020,"2.6. Готов помогать организации",Нижегородская область,"36-54",170,196
2020,"2.6. Готов помогать организации",Нижегородская область,"25-35",181,225
2020,"2.6. Готов помогать организации",Нижегородская область,"18-24",212,238
2020,"2.6. Готов помогать организации",Нижегородская область,"14-17",271,335
2020,"2.6. Готов помогать организации",Нижегородская область,"0-13",36,47
2020,"3.1. Подал заявку на конкурс",Нижегородская область,"14-17",156,167
2020,"3.1. Подал заявку на конкурс",Нижегородская область,"25-35",112,140
2020,"3.1. Подал заявку на конкурс",Нижегородская область,"0-13",49,54
2020,"3.1. Подал заявку на конкурс",Нижегородская область,"36-54",148,195
2020,"3.1. Подал заявку на конкурс",Нижегородская область,"18-24",82,95
2020,"3.3. Написал статью в Добро Медиа",Нижегородская область,"25-35",1,1
2020,"3.3. Написал статью в Добро Медиа",Нижегородская область,"36-54",2,2
2020,"3.3. Написал статью в Добро Медиа",Нижегородская область,"18-24",2,8
2020,"4.2. Волонтер откликнулся на вакансию",Нижегородская область,"14-17",1594,4449
2020,"4.2. Волонтер откликнулся на вакансию",Нижегородская область,"25-35",874,1445
2020,"4.2. Волонтер откликнулся на вакансию",Нижегородская область,"36-54",1357,2423
2020,"4.2. Волонтер откликнулся на вакансию",Нижегородская область,"18-24",1395,3261
2020,"4.2. Волонтер откликнулся на вакансию",Нижегородская область,"0-13",209,513
2020,"4.8. Заполнил отзыв о мероприятии",Нижегородская область,"0-13",3,3
2020,"4.8. Заполнил отзыв о мероприятии",Нижегородская область,"25-35",9,11
2020,"4.8. Заполнил отзыв о мероприятии",Нижегородская область,"18-24",6,8
2020,"4.8. Заполнил отзыв о мероприятии",Нижегородская область,"36-54",19,27
2020,"4.8. Заполнил отзыв о мероприятии",Нижегородская область,"14-17",13,18
2020,"1.2. Донорство",Новгородская область,"25-35",41,93
2020,"1.2. Донорство",Новгородская область,"36-54",45,117
2020,"1.2. Донорство",Новгородская область,"18-24",19,37
2020,"1.4. Создание проектов",Новгородская область,"36-54",46,55
2020,"1.4. Создание проектов",Новгородская область,"14-17",14,15
2020,"1.4. Создание проектов",Новгородская область,"18-24",10,14
2020,"1.4. Создание проектов",Новгородская область,"25-35",23,27
2020,"2.1. Сертификаты Добро Университет",Новгородская область,"0-13",6,6
2020,"2.1. Сертификаты Добро Университет",Новгородская область,"25-35",234,432
2020,"2.1. Сертификаты Добро Университет",Новгородская область,"36-54",454,683
2020,"2.1. Сертификаты Добро Университет",Новгородская область,"18-24",287,415
2020,"2.1. Сертификаты Добро Университет",Новгородская область,"14-17",113,171
2020,"2.5. Готов помогать проекту",Новгородская область,"0-13",2,2
2020,"2.5. Готов помогать проекту",Новгородская область,"18-24",15,20
2020,"2.5. Готов помогать проекту",Новгородская область,"14-17",5,7
2020,"2.5. Готов помогать проекту",Новгородская область,"25-35",12,14
2020,"2.5. Готов помогать проекту",Новгородская область,"36-54",21,22
2020,"2.6. Готов помогать организации",Новгородская область,"0-13",4,5
2020,"2.6. Готов помогать организации",Новгородская область,"18-24",64,90
2020,"2.6. Готов помогать организации",Новгородская область,"25-35",44,47
2020,"2.6. Готов помогать организации",Новгородская область,"36-54",66,74
2020,"2.6. Готов помогать организации",Новгородская область,"14-17",39,45
2020,"3.1. Подал заявку на конкурс",Новгородская область,"14-17",19,21
2020,"3.1. Подал заявку на конкурс",Новгородская область,"0-13",1,2
2020,"3.1. Подал заявку на конкурс",Новгородская область,"18-24",11,14
2020,"3.1. Подал заявку на конкурс",Новгородская область,"25-35",25,31
2020,"3.1. Подал заявку на конкурс",Новгородская область,"36-54",42,52
2020,"4.2. Волонтер откликнулся на вакансию",Новгородская область,"18-24",348,740
2020,"4.2. Волонтер откликнулся на вакансию",Новгородская область,"0-13",13,26
2020,"4.2. Волонтер откликнулся на вакансию",Новгородская область,"14-17",141,330
2020,"4.2. Волонтер откликнулся на вакансию",Новгородская область,"25-35",209,419
2020,"4.2. Волонтер откликнулся на вакансию",Новгородская область,"36-54",319,698
2020,"4.8. Заполнил отзыв о мероприятии",Новгородская область,"36-54",8,11
2020,"4.8. Заполнил отзыв о мероприятии",Новгородская область,"14-17",1,2
2020,"4.8. Заполнил отзыв о мероприятии",Новгородская область,"25-35",4,5
2020,"4.8. Заполнил отзыв о мероприятии",Новгородская область,"18-24",2,3
2020,"1.2. Донорство",Новосибирская область,"36-54",147,350
2020,"1.2. Донорство",Новосибирская область,"25-35",170,429
2020,"1.2. Донорство",Новосибирская область,"18-24",126,232
2020,"1.4. Создание проектов",Новосибирская область,"25-35",31,37
2020,"1.4. Создание проектов",Новосибирская область,"36-54",65,79
2020,"1.4. Создание проектов",Новосибирская область,"18-24",22,23
2020,"1.4. Создание проектов",Новосибирская область,"0-13",1,1
2020,"1.4. Создание проектов",Новосибирская область,"14-17",14,15
2020,"2.1. Сертификаты Добро Университет",Новосибирская область,"14-17",137,204
2020,"2.1. Сертификаты Добро Университет",Новосибирская область,"36-54",460,679
2020,"2.1. Сертификаты Добро Университет",Новосибирская область,"25-35",279,444
2020,"2.1. Сертификаты Добро Университет",Новосибирская область,"18-24",460,638
2020,"2.1. Сертификаты Добро Университет",Новосибирская область,"0-13",5,7
2020,"2.2. Посещение мероприятий",Новосибирская область,"14-17",3,3
2020,"2.2. Посещение мероприятий",Новосибирская область,"18-24",10,11
2020,"2.2. Посещение мероприятий",Новосибирская область,"25-35",2,3
2020,"2.2. Посещение мероприятий",Новосибирская область,"36-54",3,7
2020,"2.5. Готов помогать проекту",Новосибирская область,"36-54",65,71
2020,"2.5. Готов помогать проекту",Новосибирская область,"25-35",46,60
2020,"2.5. Готов помогать проекту",Новосибирская область,"14-17",25,29
2020,"2.5. Готов помогать проекту",Новосибирская область,"18-24",52,63
2020,"2.6. Готов помогать организации",Новосибирская область,"18-24",118,144
2020,"2.6. Готов помогать организации",Новосибирская область,"25-35",52,60
2020,"2.6. Готов помогать организации",Новосибирская область,"14-17",65,90
2020,"2.6. Готов помогать организации",Новосибирская область,"36-54",63,97
2020,"2.6. Готов помогать организации",Новосибирская область,"0-13",5,5
2020,"3.1. Подал заявку на конкурс",Новосибирская область,"14-17",21,21
2020,"3.1. Подал заявку на конкурс",Новосибирская область,"18-24",27,29
2020,"3.1. Подал заявку на конкурс",Новосибирская область,"36-54",60,93
2020,"3.1. Подал заявку на конкурс",Новосибирская область,"25-35",34,48
2020,"3.1. Подал заявку на конкурс",Новосибирская область,"0-13",3,3
2020,"3.3. Написал статью в Добро Медиа",Новосибирская область,"25-35",2,38
2020,"4.2. Волонтер откликнулся на вакансию",Новосибирская область,"36-54",539,872
2020,"4.2. Волонтер откликнулся на вакансию",Новосибирская область,"18-24",884,1643
2020,"4.2. Волонтер откликнулся на вакансию",Новосибирская область,"14-17",311,682
2020,"4.2. Волонтер откликнулся на вакансию",Новосибирская область,"25-35",440,744
2020,"4.2. Волонтер откликнулся на вакансию",Новосибирская область,"0-13",22,28
2020,"4.8. Заполнил отзыв о мероприятии",Новосибирская область,"14-17",2,2
2020,"4.8. Заполнил отзыв о мероприятии",Новосибирская область,"25-35",4,5
2020,"4.8. Заполнил отзыв о мероприятии",Новосибирская область,"0-13",1,1
2020,"4.8. Заполнил отзыв о мероприятии",Новосибирская область,"36-54",13,19
2020,"4.8. Заполнил отзыв о мероприятии",Новосибирская область,"18-24",6,6
2020,"1.2. Донорство",Омская область,"36-54",59,134
2020,"1.2. Донорство",Омская область,"18-24",35,62
2020,"1.2. Донорство",Омская область,"25-35",47,115
2020,"1.4. Создание проектов",Омская область,"14-17",27,30
2020,"1.4. Создание проектов",Омская область,"25-35",49,70
2020,"1.4. Создание проектов",Омская область,"18-24",58,73
2020,"1.4. Создание проектов",Омская область,"36-54",77,94
2020,"1.4. Создание проектов",Омская область,"0-13",1,3
2020,"2.1. Сертификаты Добро Университет",Омская область,"25-35",216,380
2020,"2.1. Сертификаты Добро Университет",Омская область,"0-13",9,15
2020,"2.1. Сертификаты Добро Университет",Омская область,"18-24",640,819
2020,"2.1. Сертификаты Добро Университет",Омская область,"36-54",395,615
2020,"2.1. Сертификаты Добро Университет",Омская область,"14-17",120,181
2020,"2.2. Посещение мероприятий",Омская область,"36-54",2,2
2020,"2.2. Посещение мероприятий",Омская область,"25-35",2,2
2020,"2.2. Посещение мероприятий",Омская область,"14-17",1,1
2020,"2.5. Готов помогать проекту",Омская область,"25-35",30,38
2020,"2.5. Готов помогать проекту",Омская область,"0-13",2,2
2020,"2.5. Готов помогать проекту",Омская область,"36-54",32,36
2020,"2.5. Готов помогать проекту",Омская область,"18-24",38,49
2020,"2.5. Готов помогать проекту",Омская область,"14-17",20,32
2020,"2.6. Готов помогать организации",Омская область,"14-17",123,132
2020,"2.6. Готов помогать организации",Омская область,"0-13",2,2
2020,"2.6. Готов помогать организации",Омская область,"25-35",41,54
2020,"2.6. Готов помогать организации",Омская область,"18-24",122,204
2020,"2.6. Готов помогать организации",Омская область,"36-54",55,59
2020,"3.1. Подал заявку на конкурс",Омская область,"14-17",47,52
2020,"3.1. Подал заявку на конкурс",Омская область,"18-24",92,131
2020,"3.1. Подал заявку на конкурс",Омская область,"25-35",76,111
2020,"3.1. Подал заявку на конкурс",Омская область,"0-13",11,15
2020,"3.1. Подал заявку на конкурс",Омская область,"36-54",96,140
2020,"3.3. Написал статью в Добро Медиа",Омская область,"36-54",3,17
2020,"4.2. Волонтер откликнулся на вакансию",Омская область,"18-24",1057,2008
2020,"4.2. Волонтер откликнулся на вакансию",Омская область,"25-35",385,635
2020,"4.2. Волонтер откликнулся на вакансию",Омская область,"0-13",22,23
2020,"4.2. Волонтер откликнулся на вакансию",Омская область,"14-17",503,733
2020,"4.2. Волонтер откликнулся на вакансию",Омская область,"36-54",477,757
2020,"4.8. Заполнил отзыв о мероприятии",Омская область,"18-24",4,4
2020,"4.8. Заполнил отзыв о мероприятии",Омская область,"14-17",4,4
2020,"4.8. Заполнил отзыв о мероприятии",Омская область,"36-54",15,21
2020,"4.8. Заполнил отзыв о мероприятии",Омская область,"25-35",6,10
2020,"1.2. Донорство",Оренбургская область,"18-24",42,107
2020,"1.2. Донорство",Оренбургская область,"0-13",1,1
2020,"1.2. Донорство",Оренбургская область,"36-54",60,164
2020,"1.2. Донорство",Оренбургская область,"25-35",72,210
2020,"1.4. Создание проектов",Оренбургская область,"25-35",67,72
2020,"1.4. Создание проектов",Оренбургская область,"18-24",46,49
2020,"1.4. Создание проектов",Оренбургская область,"0-13",2,2
2020,"1.4. Создание проектов",Оренбургская область,"36-54",64,69
2020,"1.4. Создание проектов",Оренбургская область,"14-17",47,54
2020,"2.1. Сертификаты Добро Университет",Оренбургская область,"14-17",935,1235
2020,"2.1. Сертификаты Добро Университет",Оренбургская область,"0-13",62,88
2020,"2.1. Сертификаты Добро Университет",Оренбургская область,"36-54",1371,1881
2020,"2.1. Сертификаты Добро Университет",Оренбургская область,"25-35",553,910
2020,"2.1. Сертификаты Добро Университет",Оренбургская область,"18-24",1155,1723
2020,"2.2. Посещение мероприятий",Оренбургская область,"0-13",1,1
2020,"2.2. Посещение мероприятий",Оренбургская область,"25-35",14,16
2020,"2.2. Посещение мероприятий",Оренбургская область,"14-17",17,20
2020,"2.2. Посещение мероприятий",Оренбургская область,"18-24",21,27
2020,"2.2. Посещение мероприятий",Оренбургская область,"36-54",18,19
2020,"2.5. Готов помогать проекту",Оренбургская область,"18-24",76,85
2020,"2.5. Готов помогать проекту",Оренбургская область,"36-54",62,64
2020,"2.5. Готов помогать проекту",Оренбургская область,"14-17",100,108
2020,"2.5. Готов помогать проекту",Оренбургская область,"0-13",11,11
2020,"2.5. Готов помогать проекту",Оренбургская область,"25-35",35,45
2020,"2.6. Готов помогать организации",Оренбургская область,"18-24",141,191
2020,"2.6. Готов помогать организации",Оренбургская область,"0-13",9,9
2020,"2.6. Готов помогать организации",Оренбургская область,"14-17",127,147
2020,"2.6. Готов помогать организации",Оренбургская область,"25-35",80,91
2020,"2.6. Готов помогать организации",Оренбургская область,"36-54",114,128
2020,"3.1. Подал заявку на конкурс",Оренбургская область,"36-54",67,79
2020,"3.1. Подал заявку на конкурс",Оренбургская область,"25-35",68,80
2020,"3.1. Подал заявку на конкурс",Оренбургская область,"0-13",11,14
2020,"3.1. Подал заявку на конкурс",Оренбургская область,"14-17",59,68
2020,"3.1. Подал заявку на конкурс",Оренбургская область,"18-24",51,61
2020,"3.3. Написал статью в Добро Медиа",Оренбургская область,"25-35",1,3
2020,"4.2. Волонтер откликнулся на вакансию",Оренбургская область,"0-13",40,75
2020,"4.2. Волонтер откликнулся на вакансию",Оренбургская область,"18-24",740,2757
2020,"4.2. Волонтер откликнулся на вакансию",Оренбургская область,"14-17",424,935
2020,"4.2. Волонтер откликнулся на вакансию",Оренбургская область,"25-35",360,631
2020,"4.2. Волонтер откликнулся на вакансию",Оренбургская область,"36-54",490,819
2020,"4.8. Заполнил отзыв о мероприятии",Оренбургская область,"25-35",2,3
2020,"4.8. Заполнил отзыв о мероприятии",Оренбургская область,"18-24",4,6
2020,"4.8. Заполнил отзыв о мероприятии",Оренбургская область,"36-54",3,5
2020,"4.8. Заполнил отзыв о мероприятии",Оренбургская область,"14-17",4,5
2020,"1.2. Донорство",Орловская область,"18-24",27,55
2020,"1.2. Донорство",Орловская область,"36-54",23,81
2020,"1.2. Донорство",Орловская область,"25-35",26,59
2020,"1.4. Создание проектов",Орловская область,"0-13",1,1
2020,"1.4. Создание проектов",Орловская область,"14-17",23,26
2020,"1.4. Создание проектов",Орловская область,"25-35",26,33
2020,"1.4. Создание проектов",Орловская область,"36-54",52,61
2020,"1.4. Создание проектов",Орловская область,"18-24",39,46
2020,"2.1. Сертификаты Добро Университет",Орловская область,"18-24",606,770
2020,"2.1. Сертификаты Добро Университет",Орловская область,"36-54",989,1199
2020,"2.1. Сертификаты Добро Университет",Орловская область,"25-35",481,658
2020,"2.1. Сертификаты Добро Университет",Орловская область,"14-17",209,276
2020,"2.1. Сертификаты Добро Университет",Орловская область,"0-13",8,15
2020,"2.2. Посещение мероприятий",Орловская область,"14-17",5,5
2020,"2.2. Посещение мероприятий",Орловская область,"0-13",1,1
2020,"2.5. Готов помогать проекту",Орловская область,"36-54",30,31
2020,"2.5. Готов помогать проекту",Орловская область,"18-24",20,21
2020,"2.5. Готов помогать проекту",Орловская область,"14-17",26,33
2020,"2.5. Готов помогать проекту",Орловская область,"25-35",31,31
2020,"2.5. Готов помогать проекту",Орловская область,"0-13",3,3
2020,"2.6. Готов помогать организации",Орловская область,"25-35",27,34
2020,"2.6. Готов помогать организации",Орловская область,"0-13",7,7
2020,"2.6. Готов помогать организации",Орловская область,"18-24",89,110
2020,"2.6. Готов помогать организации",Орловская область,"14-17",74,103
2020,"2.6. Готов помогать организации",Орловская область,"36-54",26,27
2020,"3.1. Подал заявку на конкурс",Орловская область,"18-24",52,61
2020,"3.1. Подал заявку на конкурс",Орловская область,"14-17",42,44
2020,"3.1. Подал заявку на конкурс",Орловская область,"0-13",9,9
2020,"3.1. Подал заявку на конкурс",Орловская область,"25-35",40,54
2020,"3.1. Подал заявку на конкурс",Орловская область,"36-54",59,78
2020,"3.3. Написал статью в Добро Медиа",Орловская область,"25-35",1,1
2020,"3.3. Написал статью в Добро Медиа",Орловская область,"18-24",1,1
2020,"4.2. Волонтер откликнулся на вакансию",Орловская область,"14-17",395,1455
2020,"4.2. Волонтер откликнулся на вакансию",Орловская область,"25-35",212,521
2020,"4.2. Волонтер откликнулся на вакансию",Орловская область,"0-13",38,129
2020,"4.2. Волонтер откликнулся на вакансию",Орловская область,"36-54",389,728
2020,"4.2. Волонтер откликнулся на вакансию",Орловская область,"18-24",917,4510
2020,"4.8. Заполнил отзыв о мероприятии",Орловская область,"36-54",4,4
2020,"4.8. Заполнил отзыв о мероприятии",Орловская область,"25-35",1,1
2020,"4.8. Заполнил отзыв о мероприятии",Орловская область,"14-17",8,15
2020,"4.8. Заполнил отзыв о мероприятии",Орловская область,"18-24",10,10
2020,"1.2. Донорство",Пензенская область,"25-35",77,186
2020,"1.2. Донорство",Пензенская область,"36-54",50,131
2020,"1.2. Донорство",Пензенская область,"18-24",63,117
2020,"1.4. Создание проектов",Пензенская область,"18-24",19,19
2020,"1.4. Создание проектов",Пензенская область,"14-17",12,16
2020,"1.4. Создание проектов",Пензенская область,"25-35",24,37
2020,"1.4. Создание проектов",Пензенская область,"36-54",30,38
2020,"1.4. Создание проектов",Пензенская область,"0-13",1,1
2020,"2.1. Сертификаты Добро Университет",Пензенская область,"25-35",146,204
2020,"2.1. Сертификаты Добро Университет",Пензенская область,"0-13",2,3
2020,"2.1. Сертификаты Добро Университет",Пензенская область,"14-17",89,158
2020,"2.1. Сертификаты Добро Университет",Пензенская область,"36-54",193,261
2020,"2.1. Сертификаты Добро Университет",Пензенская область,"18-24",389,492
2020,"2.2. Посещение мероприятий",Пензенская область,"18-24",5,5
2020,"2.2. Посещение мероприятий",Пензенская область,"14-17",1,1
2020,"2.2. Посещение мероприятий",Пензенская область,"0-13",1,1
2020,"2.5. Готов помогать проекту",Пензенская область,"14-17",20,24
2020,"2.5. Готов помогать проекту",Пензенская область,"0-13",4,5
2020,"2.5. Готов помогать проекту",Пензенская область,"36-54",27,37
2020,"2.5. Готов помогать проекту",Пензенская область,"25-35",14,20
2020,"2.5. Готов помогать проекту",Пензенская область,"18-24",23,34
2020,"2.6. Готов помогать организации",Пензенская область,"36-54",38,38
2020,"2.6. Готов помогать организации",Пензенская область,"14-17",60,61
2020,"2.6. Готов помогать организации",Пензенская область,"25-35",29,31
2020,"2.6. Готов помогать организации",Пензенская область,"18-24",110,123
2020,"2.6. Готов помогать организации",Пензенская область,"0-13",6,6
2020,"3.1. Подал заявку на конкурс",Пензенская область,"0-13",2,2
2020,"3.1. Подал заявку на конкурс",Пензенская область,"14-17",9,11
2020,"3.1. Подал заявку на конкурс",Пензенская область,"36-54",36,48
2020,"3.1. Подал заявку на конкурс",Пензенская область,"25-35",27,36
2020,"3.1. Подал заявку на конкурс",Пензенская область,"18-24",24,25
2020,"4.2. Волонтер откликнулся на вакансию",Пензенская область,"18-24",406,1064
2020,"4.2. Волонтер откликнулся на вакансию",Пензенская область,"14-17",345,1617
2020,"4.2. Волонтер откликнулся на вакансию",Пензенская область,"36-54",457,1013
2020,"4.2. Волонтер откликнулся на вакансию",Пензенская область,"0-13",80,457
2020,"4.2. Волонтер откликнулся на вакансию",Пензенская область,"25-35",177,296
2020,"4.8. Заполнил отзыв о мероприятии",Пензенская область,"36-54",7,15
2020,"4.8. Заполнил отзыв о мероприятии",Пензенская область,"18-24",3,3
2020,"4.8. Заполнил отзыв о мероприятии",Пензенская область,"14-17",3,5
2020,"4.8. Заполнил отзыв о мероприятии",Пензенская область,"0-13",4,4
2020,"1.2. Донорство",Пермский край,"36-54",134,245
2020,"1.2. Донорство",Пермский край,"18-24",76,110
2020,"1.2. Донорство",Пермский край,"25-35",116,188
2020,"1.4. Создание проектов",Пермский край,"14-17",15,19
2020,"1.4. Создание проектов",Пермский край,"0-13",1,1
2020,"1.4. Создание проектов",Пермский край,"36-54",57,71
2020,"1.4. Создание проектов",Пермский край,"25-35",34,39
2020,"1.4. Создание проектов",Пермский край,"18-24",21,24
2020,"2.1. Сертификаты Добро Университет",Пермский край,"25-35",574,753
2020,"2.1. Сертификаты Добро Университет",Пермский край,"14-17",100,151
2020,"2.1. Сертификаты Добро Университет",Пермский край,"36-54",1020,1295
2020,"2.1. Сертификаты Добро Университет",Пермский край,"0-13",3,4
2020,"2.1. Сертификаты Добро Университет",Пермский край,"18-24",737,1005
2020,"2.2. Посещение мероприятий",Пермский край,"36-54",2,2
2020,"2.2. Посещение мероприятий",Пермский край,"18-24",4,4
2020,"2.2. Посещение мероприятий",Пермский край,"25-35",3,3
2020,"2.5. Готов помогать проекту",Пермский край,"0-13",2,2
2020,"2.5. Готов помогать проекту",Пермский край,"18-24",61,63
2020,"2.5. Готов помогать проекту",Пермский край,"14-17",28,33
2020,"2.5. Готов помогать проекту",Пермский край,"36-54",86,90
2020,"2.5. Готов помогать проекту",Пермский край,"25-35",65,68
2020,"2.6. Готов помогать организации",Пермский край,"18-24",117,128
2020,"2.6. Готов помогать организации",Пермский край,"14-17",31,41
2020,"2.6. Готов помогать организации",Пермский край,"36-54",103,119
2020,"2.6. Готов помогать организации",Пермский край,"25-35",95,100
2020,"2.6. Готов помогать организации",Пермский край,"0-13",2,2
2020,"3.1. Подал заявку на конкурс",Пермский край,"25-35",34,38
2020,"3.1. Подал заявку на конкурс",Пермский край,"36-54",50,62
2020,"3.1. Подал заявку на конкурс",Пермский край,"0-13",1,1
2020,"3.1. Подал заявку на конкурс",Пермский край,"14-17",11,16
2020,"3.1. Подал заявку на конкурс",Пермский край,"18-24",28,34
2020,"3.3. Написал статью в Добро Медиа",Пермский край,"18-24",2,2
2020,"4.2. Волонтер откликнулся на вакансию",Пермский край,"14-17",169,354
2020,"4.2. Волонтер откликнулся на вакансию",Пермский край,"0-13",4,9
2020,"4.2. Волонтер откликнулся на вакансию",Пермский край,"18-24",1254,2459
2020,"4.2. Волонтер откликнулся на вакансию",Пермский край,"36-54",952,1246
2020,"4.2. Волонтер откликнулся на вакансию",Пермский край,"25-35",838,1117
2020,"4.8. Заполнил отзыв о мероприятии",Пермский край,"14-17",1,3
2020,"4.8. Заполнил отзыв о мероприятии",Пермский край,"36-54",10,10
2020,"4.8. Заполнил отзыв о мероприятии",Пермский край,"18-24",4,4
2020,"4.8. Заполнил отзыв о мероприятии",Пермский край,"25-35",1,1
2020,"1.2. Донорство",Приморский край,"36-54",52,157
2020,"1.2. Донорство",Приморский край,"25-35",69,210
2020,"1.2. Донорство",Приморский край,"18-24",54,114
2020,"1.4. Создание проектов",Приморский край,"25-35",23,28
2020,"1.4. Создание проектов",Приморский край,"18-24",20,22
2020,"1.4. Создание проектов",Приморский край,"14-17",14,15
2020,"1.4. Создание проектов",Приморский край,"36-54",44,59
2020,"2.1. Сертификаты Добро Университет",Приморский край,"14-17",137,211
2020,"2.1. Сертификаты Добро Университет",Приморский край,"25-35",282,455
2020,"2.1. Сертификаты Добро Университет",Приморский край,"18-24",302,435
2020,"2.1. Сертификаты Добро Университет",Приморский край,"36-54",614,840
2020,"2.1. Сертификаты Добро Университет",Приморский край,"0-13",10,14
2020,"2.2. Посещение мероприятий",Приморский край,"14-17",2,2
2020,"2.2. Посещение мероприятий",Приморский край,"18-24",2,2
2020,"2.3. Пройденный путь волонтера",Приморский край,"18-24",1,1
2020,"2.5. Готов помогать проекту",Приморский край,"36-54",32,35
2020,"2.5. Готов помогать проекту",Приморский край,"14-17",26,40
2020,"2.5. Готов помогать проекту",Приморский край,"18-24",41,46
2020,"2.5. Готов помогать проекту",Приморский край,"25-35",29,31
2020,"2.5. Готов помогать проекту",Приморский край,"0-13",2,2
2020,"2.6. Готов помогать организации",Приморский край,"36-54",58,78
2020,"2.6. Готов помогать организации",Приморский край,"18-24",63,97
2020,"2.6. Готов помогать организации",Приморский край,"14-17",43,90
2020,"2.6. Готов помогать организации",Приморский край,"25-35",47,53
2020,"2.6. Готов помогать организации",Приморский край,"0-13",5,5
2020,"3.1. Подал заявку на конкурс",Приморский край,"0-13",4,6
2020,"3.1. Подал заявку на конкурс",Приморский край,"18-24",19,23
2020,"3.1. Подал заявку на конкурс",Приморский край,"14-17",12,14
2020,"3.1. Подал заявку на конкурс",Приморский край,"25-35",20,27
2020,"3.1. Подал заявку на конкурс",Приморский край,"36-54",32,45
2020,"4.2. Волонтер откликнулся на вакансию",Приморский край,"18-24",728,1397
2020,"4.2. Волонтер откликнулся на вакансию",Приморский край,"0-13",21,36
2020,"4.2. Волонтер откликнулся на вакансию",Приморский край,"14-17",258,556
2020,"4.2. Волонтер откликнулся на вакансию",Приморский край,"36-54",675,1054
2020,"4.2. Волонтер откликнулся на вакансию",Приморский край,"25-35",298,491
2020,"4.8. Заполнил отзыв о мероприятии",Приморский край,"14-17",24,37
2020,"4.8. Заполнил отзыв о мероприятии",Приморский край,"36-54",9,10
2020,"4.8. Заполнил отзыв о мероприятии",Приморский край,"25-35",2,5
2020,"4.8. Заполнил отзыв о мероприятии",Приморский край,"18-24",68,100
2020,"1.2. Донорство",Псковская область,"25-35",21,43
2020,"1.2. Донорство",Псковская область,"36-54",18,54
2020,"1.2. Донорство",Псковская область,"18-24",30,70
2020,"1.4. Создание проектов",Псковская область,"0-13",1,1
2020,"1.4. Создание проектов",Псковская область,"14-17",20,20
2020,"1.4. Создание проектов",Псковская область,"25-35",32,44
2020,"1.4. Создание проектов",Псковская область,"36-54",29,33
2020,"1.4. Создание проектов",Псковская область,"18-24",21,29
2020,"2.1. Сертификаты Добро Университет",Псковская область,"36-54",260,441
2020,"2.1. Сертификаты Добро Университет",Псковская область,"25-35",241,467
2020,"2.1. Сертификаты Добро Университет",Псковская область,"14-17",155,239
2020,"2.1. Сертификаты Добро Университет",Псковская область,"0-13",3,3
2020,"2.1. Сертификаты Добро Университет",Псковская область,"18-24",297,480
2020,"2.2. Посещение мероприятий",Псковская область,"14-17",1,1
2020,"2.5. Готов помогать проекту",Псковская область,"25-35",25,30
2020,"2.5. Готов помогать проекту",Псковская область,"0-13",2,2
2020,"2.5. Готов помогать проекту",Псковская область,"14-17",11,11
2020,"2.5. Готов помогать проекту",Псковская область,"36-54",21,27
2020,"2.5. Готов помогать проекту",Псковская область,"18-24",27,32
2020,"2.6. Готов помогать организации",Псковская область,"36-54",38,58
2020,"2.6. Готов помогать организации",Псковская область,"25-35",46,61
2020,"2.6. Готов помогать организации",Псковская область,"0-13",3,3
2020,"2.6. Готов помогать организации",Псковская область,"14-17",56,66
2020,"2.6. Готов помогать организации",Псковская область,"18-24",54,85
2020,"3.1. Подал заявку на конкурс",Псковская область,"25-35",29,43
2020,"3.1. Подал заявку на конкурс",Псковская область,"36-54",37,52
2020,"3.1. Подал заявку на конкурс",Псковская область,"18-24",25,36
2020,"3.1. Подал заявку на конкурс",Псковская область,"14-17",20,23
2020,"3.1. Подал заявку на конкурс",Псковская область,"0-13",2,2
2020,"3.3. Написал статью в Добро Медиа",Псковская область,"18-24",1,11
2020,"4.2. Волонтер откликнулся на вакансию",Псковская область,"36-54",263,654
